,Unnamed: 0,Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Pop_White,Pop_Black,Pop_AIAN,Pop_Asian,Pop_NHPI,Pop_Total,Cases_TotalN,Cases_WhiteN,Cases_BlackN,Cases_AsianN,Cases_AIANN,Cases_NHPIN,Deaths_TotalN,Deaths_WhiteN,Deaths_BlackN,Deaths_AsianN,Deaths_AIANN,Deaths_NHPIN
73,73,9/13/2020,MI,123058,57797,26446,0,2274,524,0,8247,7850,19920,8921,75836,38301,6911,3724,2662,0,86,19,0,101,134,185,131,5602,1178,7949497,1416067,68396,243062,3442,9883640,0.012450676,0.007270523,0.01867567,0.009355638,0.007661267,0,0.000699236,0.000468457,0.001879855,0.000353819,0.000277794,0
74,74,9/13/2020,MN,84311,38588,15900,13979,4627,688,127,1079,1439,7884,13979,62448,7884,1971,1485,185,90,89,89,35,13,13,65,90,1816,65,4623461,280949,67325,217792,2958,5303925,0.015895964,0.008346129,0.056593901,0.021245041,0.010219087,0.042934415,0.000371612,0.000321188,0.000658483,0.000408647,0.001321946,0.011832319
75,75,9/13/2020,MO,102747,27742,11302,0,0,0,0,2055,3082,58566,7459,58236,37050,1705,941,473,0,0,0,0,18,61,212,61,1416,226,5038407,700178,30595,100213,7178,5988927,0.017156162,0.005506105,0.01614161,0,0,0,0.000284692,0.000186765,0.000675543,0,0,0
76,76,9/13/2020,MS,89874,30818,35796,2652,305,1260,0,0,5496,13547,2652,54767,32455,2697,1220,1250,36,6,84,0,0,37,64,36,2267,394,1789391,1103101,16837,26477,1700,2967297,0.030288171,0.017222619,0.032450338,0.011519432,0.074835184,0,0.000908908,0.000681796,0.001133169,0.000226612,0.004989012,0
77,77,9/13/2020,MT,9021,4310,46,0,29,1414,0,0,81,3141,304,5395,3322,135,65,0,0,0,33,0,0,0,37,0,0,0,891529,4215,63495,6379,734,989415,0.009117509,0.004834391,0.010913405,0.004546167,0.02226947,0,0.000136444,7.29E-05,0,0,0.000519726,0
78,78,9/13/2020,NC,184936,82264,33838,0,2772,2272,281,0,22484,41025,43339,79553,62044,3052,1726,894,0,39,40,4,0,197,152,272,2451,329,6898296,2088362,147566,215952,10309,9535483,0.019394508,0.011925264,0.01620313,0.012836186,0.015396501,0.027257736,0.000320068,0.000250207,0.000428087,0.000180596,0.000271065,0.00038801
79,79,9/13/2020,ND,15577,8430,1124,0,250,852,0,257,33,4631,0,0,15577,133,0,0,0,0,0,0,0,0,133,0,0,133,609136,8248,36948,7032,334,672591,0.023159691,0.013839274,0.136275461,0.035551763,0.023059435,0,0.000197743,0,0,0,0,0
80,80,9/13/2020,NE,38188,24300,2200,0,1500,386,61,0,1900,7841,11500,17500,9188,434,341,31,0,18,11,0,0,12,21,88,296,50,1649264,85971,23418,33322,2061,1826341,0.020909567,0.014733845,0.025590025,0.045015305,0.016483047,0.029597283,0.000237634,0.000206759,0.000360587,0.000540184,0.000469724,0
81,81,9/13/2020,NH,7696,4999,366,961,209,0,0,0,249,912,961,5823,912,436,400,9,12,4,0,0,0,1,10,12,414,10,1248321,16365,3530,28933,532,1316470,0.005845936,0.004004579,0.022364803,0.007223586,0,0,0.000331189,0.00032043,0.000549954,0.00013825,0,0
82,82,9/13/2020,NJ,196634,46775,20690,37936,6425,0,0,0,14489,70319,37936,88379,70319,16031,8554,2841,3169,870,0,0,0,296,301,3169,12561,301,6546498,1282005,49907,746212,7731,8791894,0.022365374,0.007145042,0.016138783,0.008610154,0,0,0.001823384,0.001306653,0.00221606,0.001165889,0,0
83,83,9/13/2020,NM,26761,3850,473,11927,168,8279,0,0,0,2064,11927,12770,2064,823,173,7,159,2,404,0,0,0,78,159,586,78,1720992,49006,208890,31253,3132,2059179,0.012995956,0.002237082,0.009651879,0.005375484,0.0396333,0,0.000399674,0.000100523,0.00014284,6.40E-05,0.001934032,0
84,84,9/13/2020,NV,73537,15018,4556,23463,4064,288,0,0,6274,19874,23463,30200,19874,1452,477,110,212,112,8,0,0,10,523,212,717,523,2106494,231224,42965,203478,19307,2700551,0.027230369,0.007129382,0.019703837,0.019972675,0.00670313,0,0.000537668,0.000226443,0.000475729,0.000550428,0.000186198,0
85,85,9/13/2020,NY,444365,0,0,0,0,0,0,0,0,444365,0,0,0,28641,8777,6437,6777,1714,0,0,0,1854,3082,6777,18782,3082,13901661,3378047,183046,1481555,24000,19378102,0.022931296,0,0,0,0,0,0.001478009,0.000631363,0.001905539,0.001156893,0,0
86,86,9/13/2020,OH,137405,75220,28949,0,3477,177,187,4162,9147,16086,8463,98148,30794,4415,3417,815,0,46,3,2,59,27,46,95,4241,79,9664524,1426861,29674,196693,5336,11536504,0.011910454,0.007783104,0.020288592,0.017677294,0.005964818,0.035044978,0.000382698,0.000353561,0.000571184,0.000233867,0.000101099,0.000374813
87,87,9/13/2020,OK,69354,38827,4819,0,2454,6713,0,0,2747,13794,12356,39762,17236,905,654,55,0,21,88,0,0,29,58,61,714,130,2851510,284332,335664,67126,5354,3751351,0.018487739,0.013616295,0.016948497,0.036558115,0.019999166,0,0.000241246,0.000229352,0.000193436,0.000312845,0.000262167,0
88,88,9/13/2020,OR,29337,11646,983,0,827,718,549,525,10091,3998,11563,13830,3944,509,323,12,0,19,11,7,8,50,79,65,340,104,3403252,74414,66784,145009,14649,3831074,0.007657644,0.003422021,0.01320988,0.005703094,0.010751078,0.037476961,0.000132861,9.49E-05,0.00016126,0.000131026,0.00016471,0.000477848
89,89,9/13/2020,PA,143881,52533,19258,0,2269,0,0,0,2854,66967,11960,35922,95999,7837,5664,1634,0,165,0,0,0,374,0,464,7373,0,10663774,1431826,39735,358195,7115,12702379,0.011327091,0.004926305,0.013449958,0.006334538,0,0,0.000616971,0.000531144,0.0011412,0.000460643,0,0
90,90,9/13/2020,RI,22905,6326,2126,7807,342,70,0,143,288,5803,7807,9295,5803,1071,701,54,102,12,1,0,0,0,201,102,768,201,910253,75073,9173,31768,1602,1052567,0.021761085,0.006949716,0.028319103,0.01076555,0.007631091,0,0.001017512,0.000770116,0.0007193,0.000377739,0.000109016,0
91,91,9/13/2020,SC,131864,48735,34741,0,1228,0,0,0,8675,38485,10556,66498,54810,3064,1465,1072,0,22,0,0,0,80,425,99,2221,744,3164143,1302865,24665,61247,3957,4625364,0.028508891,0.015402275,0.02666508,0.020049962,0,0,0.000662434,0.000463001,0.000822802,0.000359201,0,0
92,92,9/13/2020,SD,16638,9566,1198,1459,769,2064,0,0,1582,0,1459,15179,0,184,114,2,6,5,42,0,0,15,0,6,178,0,706690,10533,72782,7775,517,814180,0.020435285,0.013536345,0.113737777,0.098906752,0.02835866,0,0.000225994,0.000161315,0.000189879,0.000643087,0.000577066,0
93,93,9/13/2020,TN,171824,89903,32340,0,1541,229,132,0,22157,25522,23983,111084,36757,2078,1350,589,0,20,4,2,0,96,17,134,1931,13,5056311,1068010,26256,93897,5426,6346105,0.027075505,0.017780354,0.030280615,0.0164116,0.008721816,0.024327313,0.000327445,0.000266993,0.000551493,0.000212999,0.000152346,0.000368596
94,94,9/13/2020,TX,659434,14529,8143,19961,771,0,0,0,225,615805,19961,23668,615805,14190,4281,1620,7929,275,0,0,0,78,7,7929,6254,7,20389793,3070440,251209,1000473,31242,25145561,0.026224668,0.000712562,0.002652063,0.000770635,0,0,0.000564314,0.000209958,0.000527612,0.00027487,0,0
95,95,9/13/2020,UT,57875,25686,1268,20133,1341,1126,2364,0,6607,6053,20133,31689,6053,433,224,7,97,23,34,23,0,35,22,97,314,22,2547329,33864,40729,57800,26049,2763885,0.020939728,0.010083503,0.037443893,0.023200692,0.027646149,0.090752044,0.000156664,8.79E-05,0.000206709,0.000397924,0.000834786,0.000882951
96,96,9/13/2020,VA,133814,36441,26553,32448,3977,163,0,894,3197,30141,32448,71225,30141,2724,1459,702,283,136,5,0,2,43,94,283,2347,94,5725432,1579414,41525,449149,8201,8001024,0.016724609,0.00636476,0.016811932,0.008854523,0.003925346,0,0.000340456,0.000254828,0.000444469,0.000302795,0.000120409,0
97,97,9/13/2020,VT,1684,1398,174,0,64,2,0,0,37,9,59,1620,5,58,55,0,0,2,0,0,0,1,0,0,58,0,598592,6456,2308,8069,175,625741,0.002691209,0.002335481,0.026951673,0.00793159,0.000866551,0,9.27E-05,9.19E-05,0,0.000247862,0,0
98,98,9/13/2020,WA,79826,21221,3279,23269,2710,910,1402,1459,1142,24434,23269,32123,24434,1991,1325,66,283,149,53,32,22,40,21,283,1687,21,5535262,252333,122649,491685,43505,6724540,0.011870849,0.003833784,0.012994733,0.005511659,0.007419547,0.032226181,0.00029608,0.000239374,0.000261559,0.00030304,0.000432127,0.000735548
99,99,9/13/2020,WI,94679,63283,10669,0,2402,964,0,0,8283,9078,18074,63533,13072,1218,898,231,0,32,14,0,0,24,19,144,1051,23,5036923,367021,60100,131828,2505,5686986,0.016648362,0.012563821,0.029069181,0.018220712,0.016039933,0,0.000214173,0.000178283,0.000629392,0.000242741,0.000232945,0
100,100,9/13/2020,WV,12699,10090,823,0,0,0,2,0,1784,0,0,0,0,266,58,3,0,0,0,0,0,0,205,0,0,0,1746513,63885,3975,12637,485,1852994,0.006853233,0.005777226,0.012882523,0,0,0.004123711,0.000143551,3.32E-05,4.70E-05,0,0,0
101,101,9/13/2020,WY,4346,2269,40,588,29,470,14,0,217,854,588,3039,854,42,17,1,2,0,15,0,0,0,7,2,32,7,529110,5135,14457,4649,521,563626,0.007710787,0.004288333,0.007789679,0.006237901,0.032510203,0.026871401,7.45E-05,3.21E-05,0.000194742,0,0.00103756,0
102,102,9/9/2020,AK,6790,1549,230,0,158,989,235,203,208,3218,376,2349,4065,42,18,0,0,3,14,5,0,0,2,1,39,2,483873,24441,106268,38882,7662,710231,0.00956027,0.003201253,0.009410417,0.004063577,0.009306659,0.030670843,5.91E-05,3.72E-05,0,7.72E-05,0.000131742,0.000652571
103,103,9/9/2020,AL,134417,40524,31613,0,490,0,0,0,8200,53600,7232,58838,68346,2285,1166,861,0,7,0,0,0,48,203,64,1834,386,3362877,1259224,32903,55240,5208,4779736,0.028122264,0.012050396,0.025105144,0.008870384,0,0,0.00047806,0.000346727,0.000683754,0.00012672,0,0
104,104,9/9/2020,AR,66406,37400,14737,0,856,209,2374,0,5529,5301,13805,52601,0,928,594,212,0,11,3,46,0,60,2,74,852,2,2342403,454021,26134,37537,6685,2915918,0.022773617,0.01596651,0.032458851,0.022804167,0.007997245,0.355123411,0.000318253,0.000253586,0.000466939,0.000293044,0.000114793,0.006881077
105,105,9/9/2020,AZ,206541,48295,6181,62364,1938,12105,0,0,6170,69488,62364,74689,69488,5251,1845,163,1595,60,554,0,0,85,599,1595,3057,599,5418483,280905,335278,188456,16112,6392017,0.032312336,0.008913011,0.02200388,0.010283568,0.036104367,0,0.000821493,0.000340501,0.000580267,0.000318377,0.00165236,0
106,106,9/9/2020,CA,739527,84646,21434,303310,27335,1247,2778,4846,55456,238475,303310,197742,238475,13841,4019,1049,6583,1587,41,59,90,154,259,6583,6999,259,27636403,2486549,622107,5038123,181431,37253956,0.019850966,0.003062844,0.008619979,0.005425632,0.002004478,0.015311606,0.000371531,0.000145424,0.00042187,0.000314998,6.59E-05,0.000325192
107,107,9/9/2020,CO,59920,22212,2792,22817,1192,335,239,808,491,9035,22817,28069,0,1882,1179,119,436,59,13,5,25,8,34,436,1408,34,4450623,214919,78144,144819,8420,5029196,0.011914429,0.004990762,0.012990941,0.008230964,0.004286957,0.028384798,0.000374215,0.000264907,0.000553697,0.000407405,0.00016636,0.000593824
108,108,9/9/2020,CT,53871,18987,7152,10450,783,53,0,195,351,15900,10450,27521,15900,4474,3269,661,397,48,2,0,35,21,41,397,4036,41,2950820,392131,16734,140516,3491,3574097,0.015072618,0.006434483,0.018238803,0.005572319,0.003167204,0,0.001251785,0.001107828,0.001685661,0.000341598,0.000119517,0
109,109,9/9/2020,DC,14387,3102,7411,0,221,37,38,0,3508,70,3724,9409,1254,615,66,458,77,8,0,0,0,6,0,77,538,0,251265,310379,3264,21705,770,601723,0.023909673,0.012345532,0.02387726,0.010181986,0.011335784,0.049350649,0.001022065,0.000262671,0.001475615,0.000368579,0,0
110,110,9/9/2020,DE,18308,6526,4833,4373,246,0,0,0,856,1474,4373,12461,1474,609,392,158,46,1,0,0,0,12,0,46,563,0,645770,196281,5929,29342,690,897934,0.020389026,0.010105765,0.024622862,0.008383887,0,0,0.000678224,0.000607027,0.000804968,3.41E-05,0,0
111,111,9/9/2020,FL,652148,157142,95741,186410,0,0,0,0,42077,170778,186410,250886,214852,12269,5771,2263,3042,0,0,0,0,505,688,3042,7867,1360,14808867,3078067,89119,474199,18790,18801310,0.034686306,0.010611345,0.031104261,0,0,0,0.000652561,0.000389699,0.000735202,0,0,0
112,112,9/9/2020,GA,287287,81379,73115,36632,4219,166,308,0,7899,83569,36632,138247,112408,6128,2965,2586,376,107,5,9,0,18,62,376,5668,84,6144931,2993927,48599,323459,10454,9687653,0.029654964,0.013243273,0.024421103,0.013043384,0.003415708,0.029462407,0.000632558,0.000482512,0.000863749,0.000330799,0.000102883,0.000860914
113,113,9/9/2020,HI,10123,664,72,0,1494,0,1830,0,182,5881,0,0,0,91,0,0,0,0,0,0,0,0,91,0,0,0,349051,22473,4960,531633,138292,1360301,0.007441735,0.001902301,0.003203845,0.002810209,0,0.01323287,6.69E-05,0,0,0,0,0
114,114,9/9/2020,IA,70230,47981,4172,0,2781,695,695,0,1390,12516,10430,47285,11821,1198,979,43,0,25,5,11,0,5,127,68,990,138,2839615,91695,13563,54232,2419,3046355,0.023053781,0.016897009,0.045498664,0.051279687,0.051242351,0.287308805,0.000393257,0.000344765,0.000468946,0.000460982,0.00036865,0.004547334
115,115,9/9/2020,ID,34310,16518,337,0,244,480,92,1161,3633,11845,6180,12044,16085,406,387,4,0,2,4,0,0,5,4,48,355,3,1476097,10950,25782,20034,2786,1567582,0.021887212,0.011190322,0.030776256,0.012179295,0.01861764,0.033022254,0.000258998,0.000262178,0.000365297,9.98E-05,0.000155147,0
116,116,9/9/2020,IL,255618,70474,36611,67865,5902,329,479,0,9322,64636,67865,123117,64636,8433,3809,2168,1657,372,12,9,0,53,353,1657,6423,134,10030587,1903458,73846,604399,7436,12830632,0.019922479,0.00702591,0.019233942,0.009765072,0.004455218,0.064416353,0.000657255,0.000379738,0.00113898,0.000615487,0.0001625,0.001210328
117,117,9/9/2020,IN,101485,53601,10374,0,1156,0,0,0,15116,21238,9207,37549,54729,3397,2079,434,0,17,0,0,0,420,447,69,1625,1703,5638833,603797,24487,105535,3532,6483802,0.015652082,0.00950569,0.017181271,0.010953712,0,0,0.000523921,0.000368693,0.000718785,0.000161084,0,0
118,118,9/9/2020,KS,47410,31093,3497,0,1295,357,0,0,2703,8465,12797,23551,11062,495,350,78,0,13,4,0,0,28,22,70,393,32,2501057,173298,33044,69628,2864,2853118,0.016616908,0.012431944,0.020179113,0.01859884,0.010803777,0,0.000173494,0.000139941,0.000450092,0.000186706,0.000121051,0
119,119,9/9/2020,KY,53977,29485,4427,0,516,140,55,2123,0,17231,4112,30271,19594,1013,776,119,0,11,0,0,20,0,87,32,858,123,3864193,342804,12105,50177,3199,4339367,0.012438911,0.007630312,0.012914085,0.010283596,0.011565469,0.017192873,0.000233444,0.000200818,0.000347137,0.000219224,0,0
120,120,9/9/2020,LA,155890,58538,57063,0,7584,405,184,0,13959,18157,0,0,155890,5140,2554,2324,0,34,4,6,0,29,189,133,4713,294,2902875,1462969,33037,71829,2588,4533372,0.034387207,0.020165526,0.039004928,0.105584096,0.012258982,0.071097372,0.001133814,0.000879817,0.00158855,0.000473346,0.000121076,0.002318393
121,121,9/9/2020,MA,123143,38566,11819,27385,2672,0,0,0,7549,35152,27385,60606,35152,9146,6901,747,639,229,0,0,0,574,56,639,8451,56,5524937,504365,29944,359673,5971,6547629,0.018807266,0.006980351,0.023433426,0.00742897,0,0,0.001396842,0.001249064,0.00148107,0.000636689,0,0
122,122,9/9/2020,MD,113575,27231,36495,25397,2176,0,0,0,5249,17027,25397,71151,17027,3816,1622,1558,438,142,0,0,0,40,16,438,3362,16,3541379,1731513,30885,326655,5391,5773552,0.019671599,0.007689377,0.021076943,0.006661462,0,0,0.000660945,0.000458014,0.000899791,0.000434709,0,0
123,123,9/9/2020,ME,4734,3067,946,0,111,9,2,20,140,439,192,3805,737,134,119,4,0,0,0,0,0,0,11,0,112,22,1269764,16269,8771,13783,377,1328361,0.00356379,0.002415409,0.058147397,0.008053399,0.001026109,0.00530504,0.000100876,9.37E-05,0.000245866,0,0,0
124,124,9/9/2020,MI,119863,55719,26138,0,2235,511,0,8068,7659,19533,8687,72758,38418,6887,3702,2658,0,85,20,0,100,131,191,131,5569,1187,7949497,1416067,68396,243062,3442,9883640,0.012127415,0.007009123,0.018458166,0.009195185,0.007471197,0,0.000696808,0.00046569,0.00187703,0.000349705,0.000292415,0
125,125,9/9/2020,MN,81868,36872,15659,0,4526,655,125,1052,1400,0,13737,60289,0,1921,1443,182,0,87,35,2,11,7,52,86,1767,52,4623461,280949,67325,217792,2958,5303925,0.015435362,0.007974978,0.055736094,0.020781296,0.009728927,0.042258283,0.000362185,0.000312104,0.000647804,0.000399464,0.000519866,0.000676133
126,126,9/9/2020,MO,96475,27978,11577,0,0,0,0,1930,2894,52096,7225,53900,35347,1673,941,475,0,0,0,0,18,61,178,58,1388,225,5038407,700178,30595,100213,7178,5988927,0.016108896,0.005552946,0.016534367,0,0,0,0.000279349,0.000186765,0.000678399,0,0,0
127,127,9/9/2020,MS,87805,29844,35135,2599,299,1253,0,0,5476,13199,2599,53417,31789,2623,1188,1220,36,6,84,0,0,38,51,36,2221,366,1789391,1103101,16837,26477,1700,2967297,0.029590904,0.0166783,0.031851118,0.01129282,0.074419433,0,0.000883969,0.000663913,0.001105973,0.000226612,0.004989012,0
128,128,9/9/2020,MT,8468,4210,45,0,28,1322,0,0,78,2785,302,5210,2956,122,65,0,0,0,33,0,0,0,24,0,0,0,891529,4215,63495,6379,734,989415,0.008558593,0.004722224,0.010676157,0.004389403,0.020820537,0,0.000123305,7.29E-05,0,0,0.000519726,0
129,129,9/9/2020,NC,179532,79184,32669,0,2649,2178,273,0,21765,40814,42480,76301,60751,2958,1674,869,0,35,38,4,0,194,144,271,2369,318,6898296,2088362,147566,215952,10309,9535483,0.018827783,0.011478777,0.015643361,0.012266615,0.014759497,0.026481715,0.00031021,0.000242669,0.000416116,0.000162073,0.000257512,0.00038801
130,130,9/9/2020,ND,14110,7481,1064,0,239,805,0,240,31,4250,0,0,14110,129,0,0,0,0,0,0,0,0,129,0,0,129,609136,8248,36948,7032,334,672591,0.020978574,0.01228133,0.12900097,0.033987486,0.021787377,0,0.000191796,0,0,0,0,0
131,131,9/9/2020,NE,36917,23200,2200,0,1500,370,57,0,1900,7690,11300,16600,9017,421,319,29,0,18,11,0,0,12,32,87,273,61,1649264,85971,23418,33322,2061,1826341,0.02021364,0.014066881,0.025590025,0.045015305,0.015799812,0.027656477,0.000230516,0.00019342,0.000337323,0.000540184,0.000469724,0
132,132,9/9/2020,NH,7494,4869,361,917,199,0,0,0,255,893,917,5684,893,433,397,9,12,4,0,0,0,2,9,12,412,9,1248321,16365,3530,28933,532,1316470,0.005692496,0.003900439,0.022059273,0.006877959,0,0,0.00032891,0.000318027,0.000549954,0.00013825,0,0
133,133,9/9/2020,NJ,194990,46034,20558,37627,6321,0,0,0,14185,70265,37627,87098,70265,16009,8527,2836,3159,867,0,0,0,293,327,3159,12523,327,6546498,1282005,49907,746212,7731,8791894,0.022178384,0.007031851,0.016035819,0.008470783,0,0,0.001820882,0.001302528,0.00221216,0.001161868,0,0
134,134,9/9/2020,NM,26268,3764,464,11718,168,8248,0,0,0,1906,11718,12644,1906,813,173,7,159,2,404,0,0,0,68,159,586,68,1720992,49006,208890,31253,3132,2059179,0.01275654,0.002187111,0.009468228,0.005375484,0.039484896,0,0.000394818,0.000100523,0.00014284,6.40E-05,0.001934032,0
135,135,9/9/2020,NV,72258,14523,4372,22262,3896,266,0,0,6478,20461,22262,29535,20461,1412,462,107,206,110,8,0,0,10,509,206,697,509,2106494,231224,42965,203478,19307,2700551,0.026756762,0.006894394,0.018908072,0.019147033,0.006191086,0,0.000522856,0.000219322,0.000462755,0.000540599,0.000186198,0
136,136,9/9/2020,NY,441154,0,0,0,0,0,0,0,0,441154,0,0,0,28603,8767,6437,6771,1712,0,0,0,1841,3075,6771,18757,3075,13901661,3378047,183046,1481555,24000,19378102,0.022765594,0,0,0,0,0,0.001476048,0.000630644,0.001905539,0.001155543,0,0
137,137,9/9/2020,OH,132965,71981,28571,0,3334,172,185,3969,9060,15693,8248,94598,30119,4324,3352,800,0,44,3,1,57,27,40,95,4157,72,9664524,1426861,29674,196693,5336,11536504,0.011525589,0.007447961,0.020023674,0.016950273,0.00579632,0.034670165,0.00037481,0.000346835,0.000560671,0.000223699,0.000101099,0.000187406
138,138,9/9/2020,OK,65929,36772,4581,0,2390,6342,0,0,2603,13241,11620,35897,18412,863,629,51,0,21,81,0,0,28,53,59,685,119,2851510,284332,335664,67126,5354,3751351,0.017574735,0.012895624,0.016111447,0.035604684,0.018893894,0,0.00023005,0.000220585,0.000179368,0.000312845,0.000241313,0
139,139,9/9/2020,OR,28471,11468,978,0,818,704,538,524,9987,3454,11446,13641,3384,494,319,12,0,19,10,7,8,49,70,64,338,92,3403252,74414,66784,145009,14649,3831074,0.007431598,0.003369718,0.013142688,0.005641029,0.010541447,0.036726056,0.000128946,9.37E-05,0.00016126,0.000131026,0.000149736,0.000477848
140,140,9/9/2020,PA,141290,51166,19002,0,2199,0,0,0,2805,66118,11809,35104,94377,7805,5590,1619,0,165,0,0,0,368,63,459,7283,63,10663774,1431826,39735,358195,7115,12702379,0.011123113,0.004798114,0.013271166,0.006139114,0,0,0.000614452,0.000524205,0.001130724,0.000460643,0,0
141,141,9/9/2020,RI,22676,6326,2126,7807,342,70,0,143,288,5574,7807,9295,5574,1062,701,54,102,12,1,0,0,0,192,102,768,192,910253,75073,9173,31768,1602,1052567,0.021543522,0.006949716,0.028319103,0.01076555,0.007631091,0,0.001008962,0.000770116,0.0007193,0.000377739,0.000109016,0
142,142,9/9/2020,SC,126213,46307,33991,0,1164,0,0,0,8412,36339,10320,63768,52125,2942,1402,1033,0,20,0,0,0,79,408,97,2127,718,3164143,1302865,24665,61247,3957,4625364,0.02728715,0.014634926,0.026089426,0.019005012,0,0,0.000636058,0.00044309,0.000792868,0.000326547,0,0
143,143,9/9/2020,SD,15571,8741,1194,1436,765,1954,0,0,1481,0,1436,14135,0,173,106,2,5,5,40,0,0,15,0,5,168,0,706690,10533,72782,7775,517,814180,0.019124764,0.012368931,0.113358018,0.098392283,0.026847297,0,0.000212484,0.000149995,0.000189879,0.000643087,0.000549586,0
144,144,9/9/2020,TN,166587,86311,31637,0,1485,222,124,0,21848,24960,23623,107106,35858,1931,1234,560,0,18,4,2,0,93,20,129,1775,27,5056311,1068010,26256,93897,5426,6346105,0.026250275,0.017069955,0.029622382,0.015815202,0.00845521,0.02285293,0.000304281,0.000244051,0.00052434,0.000191699,0.000152346,0.000368596
145,145,9/9/2020,TX,645791,14081,7903,19548,757,0,0,0,219,603283,19548,22960,603283,13692,4134,1561,7646,267,0,0,0,77,7,7646,6039,7,20389793,3070440,251209,1000473,31242,25145561,0.025682107,0.000690591,0.002573898,0.000756642,0,0,0.00054451,0.000202749,0.000508396,0.000266874,0,0
146,146,9/9/2020,UT,55673,24347,1246,19712,1292,1095,2318,0,6452,5754,19712,30207,5754,427,219,7,97,23,34,23,0,35,21,97,309,21,2547329,33864,40729,57800,26049,2763885,0.020143023,0.009557855,0.036794236,0.022352941,0.026885021,0.088986142,0.000154493,8.60E-05,0.000206709,0.000397924,0.000834786,0.000882951
147,147,9/9/2020,VA,129289,34552,25734,31823,3829,156,0,838,3142,29215,31823,68251,29215,2697,1441,697,281,135,5,0,2,43,93,281,2323,93,5725432,1579414,41525,449149,8201,8001024,0.016159057,0.006034828,0.016293385,0.008525011,0.003756773,0,0.000337082,0.000251684,0.000441303,0.000300568,0.000120409,0
148,148,9/9/2020,VT,1656,1371,174,0,64,2,0,0,36,9,58,1593,5,58,55,0,0,2,0,0,0,1,0,0,58,0,598592,6456,2308,8069,175,625741,0.002646462,0.002290375,0.026951673,0.00793159,0.000866551,0,9.27E-05,9.19E-05,0,0.000247862,0,0
149,149,9/9/2020,WA,78009,20520,3191,22890,2635,924,1455,1417,1131,23846,22890,31273,23846,1978,1314,65,282,146,52,32,22,40,25,282,1671,25,5535262,252333,122649,491685,43505,6724540,0.011600645,0.003707142,0.012645988,0.005359122,0.007533694,0.033444432,0.000294147,0.000237387,0.000257596,0.000296938,0.000423974,0.000735548
150,150,9/9/2020,WI,88590,58582,10535,0,2288,890,0,0,7775,8520,17603,58836,12151,1191,871,230,0,31,14,0,0,24,21,140,1023,28,5036923,367021,60100,131828,2505,5686986,0.015577672,0.011630513,0.02870408,0.017355949,0.014808652,0,0.000209426,0.000172923,0.000626667,0.000235155,0.000232945,0
151,151,9/9/2020,WV,11808,9461,797,0,0,0,2,0,1548,0,0,0,0,252,58,3,0,0,0,0,0,0,191,0,0,0,1746513,63885,3975,12637,485,1852994,0.00637239,0.00541708,0.012475542,0,0,0.004123711,0.000135996,3.32E-05,4.70E-05,0,0,0
152,152,9/9/2020,WY,4151,2164,38,559,28,464,14,0,204,810,559,2912,810,42,17,1,2,0,15,0,0,0,7,2,32,7,529110,5135,14457,4649,521,563626,0.007364813,0.004089887,0.007400195,0.006022801,0.032095179,0.026871401,7.45E-05,3.21E-05,0.000194742,0,0.00103756,0
153,153,9/6/2020,AK,6656,1522,227,0,155,947,234,192,201,3178,372,2309,3975,42,18,0,0,3,14,5,0,0,2,1,39,2,483873,24441,106268,38882,7662,710231,0.009371599,0.003145453,0.009287672,0.00398642,0.008911431,0.030540329,5.91E-05,3.72E-05,0,7.72E-05,0.000131742,0.000652571
154,154,9/6/2020,AL,132314,39844,31327,0,483,0,0,0,7852,52817,7176,58039,67098,2276,1159,859,0,7,0,0,0,48,203,64,1827,386,3362877,1259224,32903,55240,5208,4779736,0.027682282,0.011848188,0.02487802,0.008743664,0,0,0.000476177,0.000344645,0.000682166,0.00012672,0,0
155,155,9/6/2020,AR,65377,36475,14439,0,850,203,2372,0,5781,5257,13686,51691,0,894,557,205,0,11,3,46,0,52,20,71,803,20,2342403,454021,26134,37537,6685,2915918,0.022420727,0.015571616,0.031802494,0.022644324,0.007767659,0.354824233,0.000306593,0.00023779,0.000451521,0.000293044,0.000114793,0.006881077
156,156,9/6/2020,AZ,205766,47941,6169,62127,1914,12056,0,0,6113,69446,62127,74193,69446,5221,1845,162,1585,59,549,0,0,85,604,1585,3032,604,5418483,280905,335278,188456,16112,6392017,0.032191091,0.008847679,0.021961161,0.010156217,0.03595822,0,0.0008168,0.000340501,0.000576707,0.00031307,0.001637447,0
157,157,9/6/2020,CA,732144,83259,21102,297838,26887,1230,2748,4732,55302,239046,297838,195260,239046,13709,3954,1038,6488,1572,39,59,87,159,313,6488,6908,313,27636403,2486549,622107,5038123,181431,37253956,0.019652785,0.003012657,0.008486461,0.00533671,0.001977152,0.015146254,0.000367988,0.000143072,0.000417446,0.000312021,6.27E-05,0.000325192
